scenario_order,scenario_id,treatment_id,requested_observation_id,request_kind,cell_id,requested_value_lexeme,expected_addressable
2,validation_002,B3,5fab5a82719cacffcbe4,official,1c03a76cb6a98f53235d,-1.14,yes
2,validation_002,B3,69745dd19d776c69570e,official,425bfdd5ca02ab3e3cc1,11.05,yes
2,validation_002,B3,69a1ecde0bf18c3a84ae,official,af12d1ae8c1555d899be,-0.72,yes
2,validation_002,B3,6ad6dfc4b05d0f292d1f,official,425bfdd5ca02ab3e3cc1,11.05,yes
2,validation_002,B3,6fbf4aae1b9a6de0051a,official,94651a48df17d3b56a1b,1.13,yes
2,validation_002,B3,72e8553f361951a0c2c8,official,3087bf08970908c509ca,-0.21,yes
2,validation_002,B3,74fed6e1c3d917191be6,official,53b2a1ef09a68d6c5173,-3.26,yes
2,validation_002,B3,87cdfc70ee6d45666fec,official,425bfdd5ca02ab3e3cc1,12.04,yes
2,validation_002,B3,9fcd6d7d4f2e24e56db1,official,1c03a76cb6a98f53235d,-1.14,yes
2,validation_002,B3,9fe0a3bb2baed4ce3810,official,7c1c5248808f73b2f3a6,1.16,yes
2,validation_002,B3,a16c09b869c2ad72a4ea,official,4aab4307f4906503d2a4,-4.03,yes
2,validation_002,B3,a34fc65bf470c1e7ce20,official,af12d1ae8c1555d899be,-0.72,yes
2,validation_002,B3,ad8a7f5c7869af674e3a,official,05ae4dff5d60b5021813,2.76,yes
2,validation_002,B3,b55b4fefc9148be667c1,official,94651a48df17d3b56a1b,1.15,yes
2,validation_002,B3,bc696217068415ca73e2,official,4aab4307f4906503d2a4,-4.03,yes
2,validation_002,B3,cb0d5147421c66597d95,official,7c1c5248808f73b2f3a6,1.18,yes
2,validation_002,B3,cfe502c53f19a90449e6,official,94651a48df17d3b56a1b,1.13,yes
2,validation_002,B3,d3d17696ddd6a7bcb743,official,af12d1ae8c1555d899be,-0.69,yes
2,validation_002,B3,d99bc3566095bc6ee582,official,7e097ceb497e25947325,51.16,yes
2,validation_002,B3,deabb3549fa520121850,official,71a013b45f47a8aefa7d,19.30,yes
2,validation_002,B3,df8ae4a2843995c9185d,official,3087bf08970908c509ca,-0.19,yes
2,validation_002,B3,e06e475e6f5cb8748897,official,4aab4307f4906503d2a4,-4.07,yes
2,validation_002,B3,e313de2e0e1a97bc17ff,official,7e097ceb497e25947325,51.20,yes
2,validation_002,B3,edde0b27f2f31f5fb962,official,5b5eeef107bb6f124496,13.10,yes
2,validation_002,B3,f2b9db071dd4766d6307,official,e4982bb0d13ac08094aa,4.18,yes
2,validation_002,B3,f4b6cbcb460eaef0f82e,official,e4982bb0d13ac08094aa,4.18,yes
2,validation_002,B3,f831d08aa91c95864cd0,official,05ae4dff5d60b5021813,2.52,yes
