closure_id,treatment_id,audit_request_id,requested_observation_id,source_lineage_path_id,source_record_node_id,observation_node_id,treatment_run_node_id,treatment_decision_node_id,treatment_output_node_id,snapshot_state_node_ids,reproducibility_metric_node_id,evidence_table_node_id,figure_input_node_id,audit_procedure_node_id,complete
closure:0408bb4a972d3ed5533e,B1,audit:0408bb4a972d3ed5533e,6fbf4aae1b9a6de0051a,path:1854639fe75807863181,source_record:010ca4a0b9492cf8f0be,observation:294d2d83bf86fa753446,treatment_run:8753b68e51c38f9585ee,treatment_decision:079d807f6c262a9020ca,treatment_output:176d02d417a1e8fd7f01,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:ac4f4eea19c8a0db2726,B1,audit:ac4f4eea19c8a0db2726,72e8553f361951a0c2c8,path:80b166643382e0ef0e65,source_record:c9024fe3b36dd1151ec1,observation:a7e8ddddcfeb654133b3,treatment_run:8753b68e51c38f9585ee,treatment_decision:b3f010f2e2a087330a72,treatment_output:358a775020288a461947,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:3a85f8d429a2efcce874,B1,audit:3a85f8d429a2efcce874,74fed6e1c3d917191be6,path:021aaa0e50db5b3937c5,source_record:061aced56e5316f767e3,observation:e36405cf00bd435e3d3d,treatment_run:8753b68e51c38f9585ee,treatment_decision:5fc3e4a8ea4f880fc3f2,treatment_output:debdb5aa57947a06abef,snapshot_state:fc89c879103a0a6f99cc;snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:63a346916e7855cc7bbd,B1,audit:63a346916e7855cc7bbd,87cdfc70ee6d45666fec,path:3a7cea85e37e471d8faa,source_record:9d014b544d90b04f050e,observation:fd786e62692104822637,treatment_run:8753b68e51c38f9585ee,treatment_decision:c9325a74a5e2f3de159d,treatment_output:de474635df9204daeb8c,snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:cf51b61a31f67e301e3f,B1,audit:cf51b61a31f67e301e3f,9fcd6d7d4f2e24e56db1,path:0f4459bbf2991e7490f0,source_record:16473e53e748c08ec754,observation:667f983b01d3cdf7458e,treatment_run:8753b68e51c38f9585ee,treatment_decision:aa1f0a5de8234a618feb,treatment_output:32f6eab996f5cf96b072,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:d1e59a2defb43d26b40d,B1,audit:d1e59a2defb43d26b40d,9fe0a3bb2baed4ce3810,path:84377c0849e94350fa01,source_record:271cc1d0fc53de1a353a,observation:885040ab6fb9ac0096b2,treatment_run:8753b68e51c38f9585ee,treatment_decision:38aa5af7b120e26bf137,treatment_output:31d7273516a625fc3a27,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:fb684b8a75473085d369,B1,audit:fb684b8a75473085d369,a16c09b869c2ad72a4ea,path:b8bc76cfb7e9c8cf1e7d,source_record:26de36e57a1c215a6f55,observation:31d333568319d88d97b2,treatment_run:8753b68e51c38f9585ee,treatment_decision:00ba366612b481aeb6db,treatment_output:f8cb4249aba2072ada37,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:8f5a3fa16b6184aeacbc,B1,audit:8f5a3fa16b6184aeacbc,a34fc65bf470c1e7ce20,path:5cfb507dee7be46c97f7,source_record:091fddff5547c21e53b2,observation:da340ced2539c49628bf,treatment_run:8753b68e51c38f9585ee,treatment_decision:5901f6a4b7a019b0552f,treatment_output:a28b4e07a6f6b8b308fa,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:8c0225ebdb6b96e0c9cb,B1,audit:8c0225ebdb6b96e0c9cb,ad8a7f5c7869af674e3a,path:757c700c17d517b3f7c3,source_record:71811020d9a92abf868d,observation:e4c9a85a54e3ad78e66c,treatment_run:8753b68e51c38f9585ee,treatment_decision:08b0d20ce2e4f3857016,treatment_output:bc4297a89e6c24aa4342,snapshot_state:fc89c879103a0a6f99cc;snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:46b87160106de1af4fe9,B1,audit:46b87160106de1af4fe9,b55b4fefc9148be667c1,path:eceb7f883aff979fbc79,source_record:193147b5654f5049a70b,observation:c8636f1fbb21ce328ae5,treatment_run:8753b68e51c38f9585ee,treatment_decision:261ea74a6ee42a069821,treatment_output:f530832ea0c3731172dd,snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:db8e1f9e5a601e6d3b2c,B1,audit:db8e1f9e5a601e6d3b2c,bc696217068415ca73e2,path:d90dfe4a0892ed071720,source_record:609ed81aeb94651f9f28,observation:faa7a4c88494a64e5e39,treatment_run:8753b68e51c38f9585ee,treatment_decision:1f81fe5e0e2247bd890e,treatment_output:8a029571f27dc4efd3f7,snapshot_state:fc89c879103a0a6f99cc,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:3873bbde1279fe8e68b8,B1,audit:3873bbde1279fe8e68b8,cb0d5147421c66597d95,path:158d046767399e2f4f05,source_record:d51908b14d4f43919f94,observation:3a58dba97aae26b9300b,treatment_run:8753b68e51c38f9585ee,treatment_decision:6389be765d4e8e1e356f,treatment_output:40cafa1c86e5c076cb36,snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:db95c4af2f5f89e2a086,B1,audit:db95c4af2f5f89e2a086,cfe502c53f19a90449e6,path:a966e805dba2730a4361,source_record:0230a2ca03c36177ec6e,observation:b9d9aa4f2beeae259666,treatment_run:8753b68e51c38f9585ee,treatment_decision:2d6b70d3b38ad5eb54a7,treatment_output:afebeafe6ff2d0170893,snapshot_state:fc89c879103a0a6f99cc,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:826a7043dfc650b5bef3,B1,audit:826a7043dfc650b5bef3,d3d17696ddd6a7bcb743,path:97d575c0b8aedf27b9c8,source_record:470895f1243b5ec9b3fc,observation:202f97684ab8629aa916,treatment_run:8753b68e51c38f9585ee,treatment_decision:c3f470f0116a95f8dbcf,treatment_output:7d8481cda60d7aba35c5,snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:a46006a1503a9a8fa34a,B1,audit:a46006a1503a9a8fa34a,d99bc3566095bc6ee582,path:fa5e792520d4e060fd09,source_record:55f9eca0640826e24f9c,observation:5577ee9eb9f8775867ee,treatment_run:8753b68e51c38f9585ee,treatment_decision:c9b6c4fd6598cd457d82,treatment_output:f622c2fc083e0e6053cc,snapshot_state:fc89c879103a0a6f99cc;snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:c841d00aa8b1ef70e365,B1,audit:c841d00aa8b1ef70e365,deabb3549fa520121850,path:88ea43a39fb332364087,source_record:1aa22f2b385a01569fc4,observation:3b1d7e44c2f83aa6fe02,treatment_run:8753b68e51c38f9585ee,treatment_decision:91fe1883a0b85a89e4e9,treatment_output:11b84894fe6766dc42af,snapshot_state:fc89c879103a0a6f99cc,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:210a0ce5d77011ec858c,B1,audit:210a0ce5d77011ec858c,df8ae4a2843995c9185d,path:ab93a5e3fc9a10c663fc,source_record:f6a04a1c01641dfdfadc,observation:96242f6669896b9035de,treatment_run:8753b68e51c38f9585ee,treatment_decision:de02f0282647d05d1452,treatment_output:3380dfbc8b86ddde78be,snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:e6ce3512da120c27dfe5,B1,audit:e6ce3512da120c27dfe5,e06e475e6f5cb8748897,path:8dfd2bbf25d027333a9d,source_record:582a11702e2e666dfc87,observation:4d4d1e51259f85b21f1d,treatment_run:8753b68e51c38f9585ee,treatment_decision:c246172e6de2b687025d,treatment_output:2c5370a0a187d79117b7,snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:279263ea7fe73bca874d,B1,audit:279263ea7fe73bca874d,e313de2e0e1a97bc17ff,path:b9661ac96456a9efd9ba,source_record:c5368ca23455a251f941,observation:f99fdeebfc608df3a8bb,treatment_run:8753b68e51c38f9585ee,treatment_decision:802823c6371dceb43e9c,treatment_output:8b675720d359da1d4e7a,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:baca17f6b2c0a7240137,B1,audit:baca17f6b2c0a7240137,edde0b27f2f31f5fb962,path:e852ffb2dcb8b95c866a,source_record:0ee5489cd01f22e5a51c,observation:1ecfe2896341b81743b9,treatment_run:8753b68e51c38f9585ee,treatment_decision:35a847d459f3dc0a0af1,treatment_output:a81a311fdd585719ef98,snapshot_state:fc89c879103a0a6f99cc;snapshot_state:0fc223872d5f0210eb86,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:96bf07836aec70b7e40c,B1,audit:96bf07836aec70b7e40c,f2b9db071dd4766d6307,path:2b01f40134ef46caecb9,source_record:a98acfe4bec18f9a0390,observation:0970843830c2ae7c8503,treatment_run:8753b68e51c38f9585ee,treatment_decision:d85aca16a447127852ff,treatment_output:a5cbf8482cf91b7dc2df,snapshot_state:fc89c879103a0a6f99cc,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:2dcc6de7edac0ede0104,B1,audit:2dcc6de7edac0ede0104,f4b6cbcb460eaef0f82e,path:b4be154954c60c0be6c2,source_record:875236bbef4d7952b885,observation:cc516c3714c088b54218,treatment_run:8753b68e51c38f9585ee,treatment_decision:e4ae2ed1b62d068ef2bf,treatment_output:191483922693325d8719,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:15de010c2aa26c015d6f,B1,audit:15de010c2aa26c015d6f,f831d08aa91c95864cd0,path:1e69049e8ab82ddb3293,source_record:bbde0e659e98bd2c6084,observation:1b7b7decaafba2e44741,treatment_run:8753b68e51c38f9585ee,treatment_decision:b09a469a80c51e50779a,treatment_output:10b1925a6a42c3e2c127,snapshot_state:5367ba4319af7413c382,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:dc8a0f338aa5b37c933f,B2,audit:dc8a0f338aa5b37c933f,05a8528c88245297d4ba,path:61a65539dd7fd15cc1b6,source_record:07204f7959a158920906,observation:5f781c26691e4c1d4e63,treatment_run:e521039156fb73b71128,treatment_decision:64a25d13c4c58b4ab807,treatment_output:c576ab8d524dc574c195,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:08923c513c789e4d6847,B2,audit:08923c513c789e4d6847,09bd4158de9b28a03d83,path:b98116cdfc3625b57334,source_record:621b059bcf550a1ead3a,observation:3f64e0aa5f69399e8a04,treatment_run:e521039156fb73b71128,treatment_decision:66faf76902b33b10aa76,treatment_output:33f3dbad646d3ec19143,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:7c2793bb84b79bbd9652,B2,audit:7c2793bb84b79bbd9652,1721995859418ecf608c,path:62b34012c87ba9a4340f,source_record:3edd79e5e5b56f709897,observation:c8d559d64c4d785c41a3,treatment_run:e521039156fb73b71128,treatment_decision:1c37bb7db78dd523efc8,treatment_output:42784905be0ef14a4822,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:94363a701122a8bc9901,B2,audit:94363a701122a8bc9901,211b04665de26cd11d77,path:bb4132599b10a4c786e9,source_record:4ed2457911a60c3d488b,observation:8723d68bb99c76a272c0,treatment_run:e521039156fb73b71128,treatment_decision:6f97d759c0fb908abffb,treatment_output:1c8aa4de2addbacb0dd5,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:6fa068e9e9b4017bbcdf,B2,audit:6fa068e9e9b4017bbcdf,2766cbe2cf960f73ba05,path:24ed4b6b702e502e42e6,source_record:69c44ea8114c54419750,observation:3b44dd267dadc5b9eb40,treatment_run:e521039156fb73b71128,treatment_decision:e4ca9bee15dc3066aedf,treatment_output:a535f3e48f54da072b20,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:dd7cc7edabc29eb783e8,B2,audit:dd7cc7edabc29eb783e8,27f750d142897641b3b1,path:f9d72b85568f2a848e1c,source_record:294fa03a900a59c6bcc9,observation:ea029425bb6e7db0f2d4,treatment_run:e521039156fb73b71128,treatment_decision:86c711486628ab7c2376,treatment_output:14f78b9495df634c3d3b,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:fb28be33740c6971c8ab,B2,audit:fb28be33740c6971c8ab,356dadeceba952eb2a0c,path:0afc3e5030134801aaf0,source_record:c2b5603f1388485b6d3e,observation:be61f5d1cfa355a917f0,treatment_run:e521039156fb73b71128,treatment_decision:e922bc7a80c337ac72a8,treatment_output:14f78b9495df634c3d3b,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:07a50e8429be343dfc0e,B2,audit:07a50e8429be343dfc0e,463dda3fe5140e2fbed2,path:b2e639819b1544aa2d08,source_record:e6e65cbbb0692b29878a,observation:4451fa83b206a52cd53e,treatment_run:e521039156fb73b71128,treatment_decision:7d018acbe51aa6194ae5,treatment_output:86ad6b8988d59c1d6090,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:fb6d8c989893b44887e3,B2,audit:fb6d8c989893b44887e3,49b82f2b710bfb946f9f,path:322b033ed589deaf1c3d,source_record:423572d2616d043c15d1,observation:864f2c2d1b88e471e06c,treatment_run:e521039156fb73b71128,treatment_decision:50582d3656d43e23a4ce,treatment_output:95f1e10e3b52b5461f34,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:c35422a4bf8b621c4b4f,B2,audit:c35422a4bf8b621c4b4f,4af2e0e7825c9f2ac443,path:c432cf9d5f8eb992f618,source_record:d3ee5d39849b0096d5ce,observation:6e3265bf4a2eadf39698,treatment_run:e521039156fb73b71128,treatment_decision:07b069e313d324126fc3,treatment_output:a535f3e48f54da072b20,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:9ee6ac464f00521776a9,B2,audit:9ee6ac464f00521776a9,506a60e86fb32d9c608b,path:cc183da10df50aea21cd,source_record:1822780c1a34fa87ecd7,observation:de0321deca75854654ba,treatment_run:e521039156fb73b71128,treatment_decision:c205c83bfd196b596a51,treatment_output:14f78b9495df634c3d3b,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:a9dc7380d5b598d5f59d,B2,audit:a9dc7380d5b598d5f59d,5fab5a82719cacffcbe4,path:9cfd576ba6467c314ac3,source_record:a2585ae02f3eb15eab0e,observation:04df2a67b487f338de1b,treatment_run:e521039156fb73b71128,treatment_decision:44e85d3e18527505e98a,treatment_output:33f3dbad646d3ec19143,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:7b97f46fc4bb5a381b11,B2,audit:7b97f46fc4bb5a381b11,69745dd19d776c69570e,path:2ac84c6536afc316c225,source_record:87c903ae7b46a49c415f,observation:e19175cc2d07bb652fd5,treatment_run:e521039156fb73b71128,treatment_decision:ba4d2a0323532ef5eefc,treatment_output:5fb72e44f9c935bd58f3,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:a3e655185b47e59c3fb8,B2,audit:a3e655185b47e59c3fb8,69a1ecde0bf18c3a84ae,path:d49a57b78cc6b9abfbda,source_record:192aacf02d8179c6f75a,observation:c0e44bfaff03fb3d0e85,treatment_run:e521039156fb73b71128,treatment_decision:0a9128e5315b05c412f3,treatment_output:05e99fdeb0f99c33d1b0,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:9b76fed529b6f489be77,B2,audit:9b76fed529b6f489be77,6ad6dfc4b05d0f292d1f,path:48ecac1095ede20645a5,source_record:7e35d4e934c4fa296c7d,observation:389c8092fc51c52bc4eb,treatment_run:e521039156fb73b71128,treatment_decision:2bf4efe84e17d15d5a52,treatment_output:5fb72e44f9c935bd58f3,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:05dd7d5fc8d10537b8da,B2,audit:05dd7d5fc8d10537b8da,6fbf4aae1b9a6de0051a,path:1854639fe75807863181,source_record:010ca4a0b9492cf8f0be,observation:294d2d83bf86fa753446,treatment_run:e521039156fb73b71128,treatment_decision:ecb545a1085647c5d652,treatment_output:39e6cbdec8437f8a621a,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:d6fafc41856b0fceb4d1,B2,audit:d6fafc41856b0fceb4d1,72e8553f361951a0c2c8,path:80b166643382e0ef0e65,source_record:c9024fe3b36dd1151ec1,observation:a7e8ddddcfeb654133b3,treatment_run:e521039156fb73b71128,treatment_decision:a6c6d5f8faaf44e4fb40,treatment_output:42784905be0ef14a4822,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:5c5d6e7668ccd63693ed,B2,audit:5c5d6e7668ccd63693ed,74fed6e1c3d917191be6,path:021aaa0e50db5b3937c5,source_record:061aced56e5316f767e3,observation:e36405cf00bd435e3d3d,treatment_run:e521039156fb73b71128,treatment_decision:371b782e4e8e98bd1010,treatment_output:1c8aa4de2addbacb0dd5,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:444e4e4f1f090ebd0130,B2,audit:444e4e4f1f090ebd0130,87cdfc70ee6d45666fec,path:3a7cea85e37e471d8faa,source_record:9d014b544d90b04f050e,observation:fd786e62692104822637,treatment_run:e521039156fb73b71128,treatment_decision:194200d871c8425ce37a,treatment_output:5fb72e44f9c935bd58f3,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:8d814eacc81f2a8a0aec,B2,audit:8d814eacc81f2a8a0aec,9fcd6d7d4f2e24e56db1,path:0f4459bbf2991e7490f0,source_record:16473e53e748c08ec754,observation:667f983b01d3cdf7458e,treatment_run:e521039156fb73b71128,treatment_decision:8308c3c3f060c8b25564,treatment_output:33f3dbad646d3ec19143,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:f838141955f5cd284836,B2,audit:f838141955f5cd284836,9fe0a3bb2baed4ce3810,path:84377c0849e94350fa01,source_record:271cc1d0fc53de1a353a,observation:885040ab6fb9ac0096b2,treatment_run:e521039156fb73b71128,treatment_decision:470dd4633fb0dfa7fe65,treatment_output:86ad6b8988d59c1d6090,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:ea7fede3180155c96322,B2,audit:ea7fede3180155c96322,a16c09b869c2ad72a4ea,path:b8bc76cfb7e9c8cf1e7d,source_record:26de36e57a1c215a6f55,observation:31d333568319d88d97b2,treatment_run:e521039156fb73b71128,treatment_decision:f23f0bd59f8981005867,treatment_output:aa886d476fcda30c743c,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:30a6c0d41ea2175629c9,B2,audit:30a6c0d41ea2175629c9,a34fc65bf470c1e7ce20,path:5cfb507dee7be46c97f7,source_record:091fddff5547c21e53b2,observation:da340ced2539c49628bf,treatment_run:e521039156fb73b71128,treatment_decision:8767414d773196b79c6f,treatment_output:05e99fdeb0f99c33d1b0,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:a8592e76a08be6f77229,B2,audit:a8592e76a08be6f77229,ad8a7f5c7869af674e3a,path:757c700c17d517b3f7c3,source_record:71811020d9a92abf868d,observation:e4c9a85a54e3ad78e66c,treatment_run:e521039156fb73b71128,treatment_decision:84cbb32858b832c84f69,treatment_output:eae14ef263bc0a3ed9ca,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:6b14b18cd3cf112a8a80,B2,audit:6b14b18cd3cf112a8a80,b55b4fefc9148be667c1,path:eceb7f883aff979fbc79,source_record:193147b5654f5049a70b,observation:c8636f1fbb21ce328ae5,treatment_run:e521039156fb73b71128,treatment_decision:54c37b211f186cf37d22,treatment_output:39e6cbdec8437f8a621a,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:bca5cfd87ed11f95151f,B2,audit:bca5cfd87ed11f95151f,bc696217068415ca73e2,path:d90dfe4a0892ed071720,source_record:609ed81aeb94651f9f28,observation:faa7a4c88494a64e5e39,treatment_run:e521039156fb73b71128,treatment_decision:ebc36619fb9371ccdb2d,treatment_output:aa886d476fcda30c743c,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:a55d26d86fe9fb5d9fba,B2,audit:a55d26d86fe9fb5d9fba,cb0d5147421c66597d95,path:158d046767399e2f4f05,source_record:d51908b14d4f43919f94,observation:3a58dba97aae26b9300b,treatment_run:e521039156fb73b71128,treatment_decision:b989fabf222020a2dabe,treatment_output:86ad6b8988d59c1d6090,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:cbaa44f2f9fc502a17e9,B2,audit:cbaa44f2f9fc502a17e9,cfe502c53f19a90449e6,path:a966e805dba2730a4361,source_record:0230a2ca03c36177ec6e,observation:b9d9aa4f2beeae259666,treatment_run:e521039156fb73b71128,treatment_decision:19342cef837b47f9f2ea,treatment_output:39e6cbdec8437f8a621a,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:0e0dcb9bee194609f470,B2,audit:0e0dcb9bee194609f470,d3d17696ddd6a7bcb743,path:97d575c0b8aedf27b9c8,source_record:470895f1243b5ec9b3fc,observation:202f97684ab8629aa916,treatment_run:e521039156fb73b71128,treatment_decision:e7542895b383f1cf957a,treatment_output:05e99fdeb0f99c33d1b0,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
closure:2356e12ce24d1478b42d,B2,audit:2356e12ce24d1478b42d,d99bc3566095bc6ee582,path:fa5e792520d4e060fd09,source_record:55f9eca0640826e24f9c,observation:5577ee9eb9f8775867ee,treatment_run:e521039156fb73b71128,treatment_decision:3351d3137ad2e1663462,treatment_output:35a8447dfb94ea08c80b,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:7ff4454d0efd70f5a572,figure_input:939c0d141f0c8efd6279,audit_procedure:58277c4184398221c534,yes
