treatment_lineage_id,treatment_id,cell_id,requested_observation_id,source_lineage_path_id,source_record_node_id,observation_node_id,treatment_run_node_id,treatment_decision_node_id,treatment_output_node_id,output_observation_id,decision,requested_addressable,treatment_manifest_path,treatment_manifest_sha256,complete
treatment_path:5c5d6e7668ccd63693ed,B2,53b2a1ef09a68d6c5173,74fed6e1c3d917191be6,path:021aaa0e50db5b3937c5,source_record:061aced56e5316f767e3,observation:e36405cf00bd435e3d3d,treatment_run:e521039156fb73b71128,treatment_decision:371b782e4e8e98bd1010,treatment_output:1c8aa4de2addbacb0dd5,74fed6e1c3d917191be6,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:dc8a0f338aa5b37c933f,B2,5b5eeef107bb6f124496,05a8528c88245297d4ba,path:61a65539dd7fd15cc1b6,source_record:07204f7959a158920906,observation:5f781c26691e4c1d4e63,treatment_run:e521039156fb73b71128,treatment_decision:64a25d13c4c58b4ab807,treatment_output:c576ab8d524dc574c195,edde0b27f2f31f5fb962,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:0c4772ef93f8cd5d7f28,B2,5b5eeef107bb6f124496,edde0b27f2f31f5fb962,path:e852ffb2dcb8b95c866a,source_record:0ee5489cd01f22e5a51c,observation:1ecfe2896341b81743b9,treatment_run:e521039156fb73b71128,treatment_decision:082f5ca9b674ca745934,treatment_output:c576ab8d524dc574c195,edde0b27f2f31f5fb962,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:6fa068e9e9b4017bbcdf,B2,71a013b45f47a8aefa7d,2766cbe2cf960f73ba05,path:24ed4b6b702e502e42e6,source_record:69c44ea8114c54419750,observation:3b44dd267dadc5b9eb40,treatment_run:e521039156fb73b71128,treatment_decision:e4ca9bee15dc3066aedf,treatment_output:a535f3e48f54da072b20,deabb3549fa520121850,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:c35422a4bf8b621c4b4f,B2,71a013b45f47a8aefa7d,4af2e0e7825c9f2ac443,path:c432cf9d5f8eb992f618,source_record:d3ee5d39849b0096d5ce,observation:6e3265bf4a2eadf39698,treatment_run:e521039156fb73b71128,treatment_decision:07b069e313d324126fc3,treatment_output:a535f3e48f54da072b20,deabb3549fa520121850,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:b62dcfff2fd8df3b850b,B2,71a013b45f47a8aefa7d,deabb3549fa520121850,path:88ea43a39fb332364087,source_record:1aa22f2b385a01569fc4,observation:3b1d7e44c2f83aa6fe02,treatment_run:e521039156fb73b71128,treatment_decision:b49c24396a857374b3a1,treatment_output:a535f3e48f54da072b20,deabb3549fa520121850,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:07a50e8429be343dfc0e,B2,7c1c5248808f73b2f3a6,463dda3fe5140e2fbed2,path:b2e639819b1544aa2d08,source_record:e6e65cbbb0692b29878a,observation:4451fa83b206a52cd53e,treatment_run:e521039156fb73b71128,treatment_decision:7d018acbe51aa6194ae5,treatment_output:86ad6b8988d59c1d6090,463dda3fe5140e2fbed2,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:f838141955f5cd284836,B2,7c1c5248808f73b2f3a6,9fe0a3bb2baed4ce3810,path:84377c0849e94350fa01,source_record:271cc1d0fc53de1a353a,observation:885040ab6fb9ac0096b2,treatment_run:e521039156fb73b71128,treatment_decision:470dd4633fb0dfa7fe65,treatment_output:86ad6b8988d59c1d6090,463dda3fe5140e2fbed2,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:a55d26d86fe9fb5d9fba,B2,7c1c5248808f73b2f3a6,cb0d5147421c66597d95,path:158d046767399e2f4f05,source_record:d51908b14d4f43919f94,observation:3a58dba97aae26b9300b,treatment_run:e521039156fb73b71128,treatment_decision:b989fabf222020a2dabe,treatment_output:86ad6b8988d59c1d6090,463dda3fe5140e2fbed2,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:2356e12ce24d1478b42d,B2,7e097ceb497e25947325,d99bc3566095bc6ee582,path:fa5e792520d4e060fd09,source_record:55f9eca0640826e24f9c,observation:5577ee9eb9f8775867ee,treatment_run:e521039156fb73b71128,treatment_decision:3351d3137ad2e1663462,treatment_output:35a8447dfb94ea08c80b,d99bc3566095bc6ee582,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:3b254bcdad3cc6545432,B2,7e097ceb497e25947325,e313de2e0e1a97bc17ff,path:b9661ac96456a9efd9ba,source_record:c5368ca23455a251f941,observation:f99fdeebfc608df3a8bb,treatment_run:e521039156fb73b71128,treatment_decision:6d3a527487656d9bbe68,treatment_output:35a8447dfb94ea08c80b,d99bc3566095bc6ee582,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:05dd7d5fc8d10537b8da,B2,94651a48df17d3b56a1b,6fbf4aae1b9a6de0051a,path:1854639fe75807863181,source_record:010ca4a0b9492cf8f0be,observation:294d2d83bf86fa753446,treatment_run:e521039156fb73b71128,treatment_decision:ecb545a1085647c5d652,treatment_output:39e6cbdec8437f8a621a,cfe502c53f19a90449e6,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:6b14b18cd3cf112a8a80,B2,94651a48df17d3b56a1b,b55b4fefc9148be667c1,path:eceb7f883aff979fbc79,source_record:193147b5654f5049a70b,observation:c8636f1fbb21ce328ae5,treatment_run:e521039156fb73b71128,treatment_decision:54c37b211f186cf37d22,treatment_output:39e6cbdec8437f8a621a,cfe502c53f19a90449e6,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:cbaa44f2f9fc502a17e9,B2,94651a48df17d3b56a1b,cfe502c53f19a90449e6,path:a966e805dba2730a4361,source_record:0230a2ca03c36177ec6e,observation:b9d9aa4f2beeae259666,treatment_run:e521039156fb73b71128,treatment_decision:19342cef837b47f9f2ea,treatment_output:39e6cbdec8437f8a621a,cfe502c53f19a90449e6,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:a3e655185b47e59c3fb8,B2,af12d1ae8c1555d899be,69a1ecde0bf18c3a84ae,path:d49a57b78cc6b9abfbda,source_record:192aacf02d8179c6f75a,observation:c0e44bfaff03fb3d0e85,treatment_run:e521039156fb73b71128,treatment_decision:0a9128e5315b05c412f3,treatment_output:05e99fdeb0f99c33d1b0,69a1ecde0bf18c3a84ae,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:30a6c0d41ea2175629c9,B2,af12d1ae8c1555d899be,a34fc65bf470c1e7ce20,path:5cfb507dee7be46c97f7,source_record:091fddff5547c21e53b2,observation:da340ced2539c49628bf,treatment_run:e521039156fb73b71128,treatment_decision:8767414d773196b79c6f,treatment_output:05e99fdeb0f99c33d1b0,69a1ecde0bf18c3a84ae,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:0e0dcb9bee194609f470,B2,af12d1ae8c1555d899be,d3d17696ddd6a7bcb743,path:97d575c0b8aedf27b9c8,source_record:470895f1243b5ec9b3fc,observation:202f97684ab8629aa916,treatment_run:e521039156fb73b71128,treatment_decision:e7542895b383f1cf957a,treatment_output:05e99fdeb0f99c33d1b0,69a1ecde0bf18c3a84ae,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:dd7cc7edabc29eb783e8,B2,e33e2f8351747300cba7,27f750d142897641b3b1,path:f9d72b85568f2a848e1c,source_record:294fa03a900a59c6bcc9,observation:ea029425bb6e7db0f2d4,treatment_run:e521039156fb73b71128,treatment_decision:86c711486628ab7c2376,treatment_output:14f78b9495df634c3d3b,356dadeceba952eb2a0c,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:fb28be33740c6971c8ab,B2,e33e2f8351747300cba7,356dadeceba952eb2a0c,path:0afc3e5030134801aaf0,source_record:c2b5603f1388485b6d3e,observation:be61f5d1cfa355a917f0,treatment_run:e521039156fb73b71128,treatment_decision:e922bc7a80c337ac72a8,treatment_output:14f78b9495df634c3d3b,356dadeceba952eb2a0c,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:9ee6ac464f00521776a9,B2,e33e2f8351747300cba7,506a60e86fb32d9c608b,path:cc183da10df50aea21cd,source_record:1822780c1a34fa87ecd7,observation:de0321deca75854654ba,treatment_run:e521039156fb73b71128,treatment_decision:c205c83bfd196b596a51,treatment_output:14f78b9495df634c3d3b,356dadeceba952eb2a0c,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:fb6d8c989893b44887e3,B2,e4982bb0d13ac08094aa,49b82f2b710bfb946f9f,path:322b033ed589deaf1c3d,source_record:423572d2616d043c15d1,observation:864f2c2d1b88e471e06c,treatment_run:e521039156fb73b71128,treatment_decision:50582d3656d43e23a4ce,treatment_output:95f1e10e3b52b5461f34,f2b9db071dd4766d6307,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:778144aeb1fedcf61f30,B2,e4982bb0d13ac08094aa,f2b9db071dd4766d6307,path:2b01f40134ef46caecb9,source_record:a98acfe4bec18f9a0390,observation:0970843830c2ae7c8503,treatment_run:e521039156fb73b71128,treatment_decision:ce77a6cdda37e2bcd056,treatment_output:95f1e10e3b52b5461f34,f2b9db071dd4766d6307,selected_available,yes,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
treatment_path:c1ad894b4326c43bec2e,B2,e4982bb0d13ac08094aa,f4b6cbcb460eaef0f82e,path:b4be154954c60c0be6c2,source_record:875236bbef4d7952b885,observation:cc516c3714c088b54218,treatment_run:e521039156fb73b71128,treatment_decision:71a95c8bc9f17f2ac4b9,treatment_output:95f1e10e3b52b5461f34,f2b9db071dd4766d6307,discarded_by_source_selection,no,data/manifests/h7b-b2-single-source.json,9f7330f0c0c80e3feefd308bd8642b6ee36ac2107c853e18b2374e379f57648f,yes
