scenario_order,scenario_id,observation_id,cell_id,vintage_id,domain,indicator_key,series_key,observed_period,period_granularity,geo_level,geo_code,geo_name,unit,value_decimal,value_lexeme,published_decimal_places,producer,methodology_version,source_artifact_path,source_artifact_sha256,source_record_id,ingestion_batch_id,transformation_run_id,transformation_version,trace_id,cause_family,evidence_level,source_id,vintage_date,vintage_retrieved_at,arrival_order,revised_source_id,base_observation_id,base_vintage_id,snapshot_order
6,sweep_038,3767190b7182a0ffab7b,775bc5ede0b28b080f98,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,6400,Kalimantan Timur,percent,4.8900000000,4.89,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=12,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,05f3727342b59f1b42eb,7ba29f3a45abe1301651,5
6,sweep_038,3b928c48e2f5191636c0,84b30c24eace1e1a6dc5,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,3300,Jawa Tengah,percent,3.2300000000,3.23,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=5,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,bb7925411be9b6b512f6,7ba29f3a45abe1301651,5
6,sweep_038,41accf3510c00216163d,90a3159b8a7b4bd4e061,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,7400,Sulawesi Tenggara,percent,5.5700000000,5.57,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=13,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,d1a6fadcc2334ed715c8,7ba29f3a45abe1301651,5
6,sweep_038,431534cf38e49fcf86e5,c1b8bcff725f214a9466,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,7300,Sulawesi Selatan,percent,3.7000000000,3.70,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=6,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,679a82a2470a0c2a1053,7ba29f3a45abe1301651,5
6,sweep_038,4653c7ea1c2f1fb5b1bf,fdaaa3c1bdc22fbe7d62,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1400,Riau,percent,3.1200000000,3.12,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=4,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,b96f86aa079b1a21dcea,7ba29f3a45abe1301651,5
6,sweep_038,4cd519cac051e8aa8ebd,c2a1a9ac151304cd246a,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,9500,Papua Selatan,percent,7.6200000000,7.62,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=32,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,e6b6a9dc57a851384723,7ba29f3a45abe1301651,5
6,sweep_038,5a96a6c281d16668cd44,bc73b93a22e680ac17ab,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,9700,Papua Pegunungan,percent,0.6000000000,0.60,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=31,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,b02ceeddf4fdc5acb409,7ba29f3a45abe1301651,5
6,sweep_038,60585c71ce90307a7117,7d042823ae6be8d4a8c3,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,6300,Kalimantan Selatan,percent,4.0700000000,4.07,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=29,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,08572be316c541663287,7ba29f3a45abe1301651,5
6,sweep_038,6d32428ded5848a3f82e,55e90861aacfe1af1cf9,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,7500,Gorontalo,percent,5.5400000000,5.54,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=18,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,a16d799af70cf9f4f914,7ba29f3a45abe1301651,5
6,sweep_038,759afe4fe5d653a064d2,042fd0148d20a8caa19a,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,2100,Kep. Riau,percent,6.6500000000,6.65,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=8,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,4d54c6c01db8357192fe,7ba29f3a45abe1301651,5
6,sweep_038,8c622bf24201a1fa249f,cb3058c1431b9559a7b8,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,5300,Nusa Tenggara Timur,percent,6.3900000000,6.39,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=36,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,032275d811ff9eb70389,7ba29f3a45abe1301651,5
6,sweep_038,91b4961853dd870137f3,edc6a80da9b6ea8f7c1c,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,6200,Kalimantan Tengah,percent,3.6700000000,3.67,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=25,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,b2718fa56ce5ecf468b8,7ba29f3a45abe1301651,5
6,sweep_038,95f2aa83bc7503f04770,4166b79514eeade8b707,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,9400,Papua,percent,10.0000000000,10.0,1,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=35,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,522acdd413220b7e131c,7ba29f3a45abe1301651,5
6,sweep_038,966893cf044b9f355b0b,3c4b1f42bcb9b851d450,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,3100,Dki Jakarta,percent,4.7900000000,4.79,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=38,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,e70c0918e6521f6ff767,7ba29f3a45abe1301651,5
6,sweep_038,9aeba50d975ac23128ed,d9e326095a3f240bfa4b,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,3400,Di Yogyakarta,percent,4.6700000000,4.67,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=11,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,4461c9a1e5e6a70a5cff,7ba29f3a45abe1301651,5
6,sweep_038,a61d974ce4efa20f3c48,f655daf9c7189ef53b78,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1300,Sumatera Barat,percent,0.1700000000,0.17,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=1,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,ebe9841b7e2d93e8d436,7ba29f3a45abe1301651,5
6,sweep_038,a74758ef820edf9963a4,91d71a779a47db1c23e2,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,7100,Sulawesi Utara,percent,3.0200000000,3.02,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=14,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,b58eecf10a2637f656cb,7ba29f3a45abe1301651,5
6,sweep_038,a9ac1a664ffa180e2cf7,e4e0a2467bb328d2ae47,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,9200,Papua Barat Daya,percent,2.6200000000,2.62,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=30,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,c2a55284c36a79c9c01e,7ba29f3a45abe1301651,5
6,sweep_038,b23a1e138419afe7f70f,1edba888e2c21aa52529,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,6100,Kalimantan Barat,percent,2.9900000000,2.99,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=37,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,38aa12db8a1254c82ab4,7ba29f3a45abe1301651,5
6,sweep_038,c6418657b12b0a320317,29c43c170df0383b5802,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,5200,Nusa Tenggara Barat,percent,3.1900000000,3.19,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=17,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,7c7fed1784d6c7fb7a3f,7ba29f3a45abe1301651,5
6,sweep_038,c79ba1c7ada1332ed0e8,3b659c42075a31bc828b,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,7200,Sulawesi Tengah,percent,4.9300000000,4.93,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=16,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,22299df8290faa2309ce,7ba29f3a45abe1301651,5
6,sweep_038,cf3ae31ddd253b9946bf,ac26da15f37e794a1959,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,9600,Papua Tengah,percent,-22.9500000000,-22.95,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=26,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,ce58faa1e8266f5cc95e,7ba29f3a45abe1301651,5
6,sweep_038,d7a43241d6034a41b011,ebe21ab8cd07f32503b4,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1700,Bengkulu,percent,3.4800000000,3.48,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=23,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,8400953b008a897a64e9,7ba29f3a45abe1301651,5
6,sweep_038,d95442f03223681958cd,3444568b44a846c2053e,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,3600,Banten,percent,6.1500000000,6.15,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=9,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,d38f9bbb236120b60a72,7ba29f3a45abe1301651,5
6,sweep_038,e50a5bd5bf19ef5aa77b,88766631e03a967c1ead,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,5100,Bali,percent,4.5000000000,4.5,1,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=34,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,a3a7ae9d64018648f42c,7ba29f3a45abe1301651,5
6,sweep_038,e783e7ed66634a52df4f,15b32a8759c7403b435e,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,3500,Jawa Timur,percent,3.3900000000,3.39,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=10,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,52b22c87aff9ef7d958c,7ba29f3a45abe1301651,5
6,sweep_038,ed7715a697f1b4b9d604,9eb560de8e683bc912e4,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1800,Lampung,percent,3.8600000000,3.86,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=28,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,3d8b4c077641c33cf901,7ba29f3a45abe1301651,5
6,sweep_038,f35e380119cd5101d50e,b6c8750e3fcf63d75190,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,8200,Maluku Utara,percent,31.8000000000,31.80,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=19,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,9d933c13fbf05d198f3e,7ba29f3a45abe1301651,5
6,sweep_038,f5f23a56cb7eb54ecbd4,de51e35566585c57d7af,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,8100,Maluku,percent,2.8900000000,2.89,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=24,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,c1d4a95ae0f7c3d6b507,7ba29f3a45abe1301651,5
6,sweep_038,f6807285e972989d675f,8788e4198f43d007511b,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1900,Kep. Bangka Belitung,percent,1.5000000000,1.50,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=15,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,83d9ca7ff36b5a4bfefa,7ba29f3a45abe1301651,5
